,UIDs,SMILES,Kmeans Class,Hierarchal Class
2861,3927,c12c3c4c5ccc6c4c4c2c(c2c(c1ccc3c1c5cccc1)cc1c3c(cccc3)c3c(c1c2)cccc3)ccc4c1c6cccc1,4,1
2862,3911,c12c3c(cccc3)c3c(c2cc2c(c1)c1c4c(c5ccccc5c5c4c2ccc5)ccc1)cc1c(c3)c2ccccc2c2c1cccc2,4,1
2863,3910,c12c3c4cc5c6c(cccc6)c6c(c5cc4c4c2c(c2c(c1ccc3)cc1c3c(cccc3)c3c(c1c2)cccc3)ccc4)cccc6,4,1
2864,635,c12c3c4c5cc6c3c3c7c2c(cc2c1c1c4c4c(c5)cc5c8c4c4c1c(c2)cc1c4c2c8c(cc5)ccc2cc1)ccc7ccc3cc6,4,1
2865,35,c12c3cc4c5c1c1c6c7c8c(cc9c7c7c%10c6c2c(cc3)cc%10cc2c7c(c9)ccc2)ccc2c8c1c1c5c3c(c4)cccc3cc1c2,4,1
2866,3952,c12c3c4c5ccc6c4c4c2c2c7c(c1ccc3c1c5cccc1)cccc7c1c3c2c2c4c4c6cccc4c4cccc(c3ccc1)c24,4,1
2867,146,c1cc2cc3cc4c5c6c3c3c2c2c1cc1cc7c8c9c1c2c1c3c(c6ccc5c2c4cccc2)ccc1c9ccc8c1c7cccc1,4,1
2868,100,c12c3c(cc4c5c3c3c(c1)ccc1c3c3c5c(cc4)ccc3cc1)c1c3c2cc2c4c3c3c(c1)ccc1c3c3c4c(cc2)ccc3cc1,4,1
2869,3944,c12c3c4c5cccc6c5c5c3c(c3c1c1c(c7cccc8c7c7c1c(c2cc4)ccc7c1c8cccc1)cc3)ccc5c1c6cccc1,4,1
2870,3943,c12c3c4c5c6ccccc6c6c4c4c2c(cc2c1c1c(c7c2cccc7)ccc2c7c(c(c3c12)c5)cccc7)c1ccccc1c4cc6,4,1
2871,3942,c12c3c4c(c5ccccc5c5c4c4c2c2c(cc1)c1cccc6c1c1c2c2c4c(c5)c4c(cccc4)c2cc1c1c6cccc1)ccc3,4,1
2872,3941,c12c3c4ccc5c6c4c4c2c2c7c(c1ccc3)ccc1c7c3c(c2cc4c2c6c(c4c5cccc4)ccc2)cccc3c2c1cccc2,4,1
2873,3940,c12c3c4c5c6ccccc6c6c4c(c2cc2c4c1c1c7c8c4c(ccc8c4c(c7ccc1c3cc5)cccc4)c1c2cccc1)ccc6,4,1
2874,3939,c12c3cc4c5c2c2c6c7c1c(ccc7c1cccc7c1c6c(cc2c1c5c(c2c4cccc2)ccc1)c1c7cccc1)c1c3cccc1,4,1
2875,3938,c12cc3c4c(cccc4)c4c5c3c3c2c2c6c7c1cccc7c1cccc7c1c6c(cc2c1c3c(c5ccc4)ccc1)c1c7cccc1,4,1
2876,3937,c12ccc3c4c2c2c5c6c1cccc6c1cccc6c1c5c(cc2c1c4c2c4c3cccc4c3c(c2cc1)cccc3)c1c6cccc1,4,1
2877,143,c1cccc2c1c1cc3c4c(c5c6c3c3c1c1c2cc2c7c(c8c9c2c1c1c3c(c6ccc5)ccc1c9ccc8)cccc7)cccc4,4,1
2878,3933,c12c3c4cccc5c4c4c2c(c2c(c1ccc3)cc1c3c(cccc3)c3c(c1c2)cccc3)cc1c4c2c5cccc2c2ccccc12,4,1
2879,3932,c12c3c4c5c6c7ccccc7c7c5c(c3ccc1c1cc3c5c(cccc5)c5c(c3cc1c1c2c(c4cc6)ccc1)cccc5)ccc7,4,1
2880,3931,c12c3c4c5ccc6c4c4c2c(c2c(c1ccc3c1c5cccc1)cc1c3c(cccc3)c3c(c1c2)cccc3)ccc4c1c6cccc1,4,1
2881,3930,c12c3c4c(c5cccc6c5c5c4c(c2cc2c(c1)c1c4c(c7ccccc7c7c4c2ccc7)ccc1)ccc5c1c6cccc1)ccc3,4,1
2882,3913,c12c3c(cccc3)c3c(c2cc2c(c1)c1c4c(c5ccccc5c5c4c2ccc5)ccc1)cc1c(c3)c2ccccc2c2c1cccc2,4,1
2883,3912,c12c3c4cc5c6c(cccc6)c6c(c5cc4c4c2c(c2c(c1ccc3)cc1c3c(cccc3)c3c(c1c2)cccc3)ccc4)cccc6,4,1
2884,636,c12c3c4c5C=C6[C@@H]3c3c7[C@@H]2C(=Cc2c1c1c4c4c(c5)cc5c8c4c4c1c(c2)cc1c4c2c8c(cc5)ccc2cc1)C=Cc7ccc3C=C6,4,1
2885,36,c12c3cc4c5c1c1c6c7c8c(cc9c7c7c%10c6c2c(cc3)cc%10cc2c7c(c9)ccc2)ccc2c8c1c1c5c3c(c4)cccc3cc1c2,4,1
2886,3950,c12c3c4c5ccc6c4c4c2c2c7c(c1ccc3c1c5cccc1)cccc7c1c3c2c2c4c4c6cccc4c4cccc(c3ccc1)c24,4,1
2887,147,c1cc2cc3cc4c5c6c3c3c2c2c1cc1cc7c8c9c1c2c1c3c(c6ccc5c2c4cccc2)ccc1c9ccc8c1c7cccc1,4,1
2888,101,c12c3c(cc4c5c3c3c(c1)ccc1c3c3c5c(cc4)ccc3cc1)c1c3c2cc2c4c3c3c(c1)ccc1c3c3c4c(cc2)ccc3cc1,4,1
2889,144,c1cccc2c1c1cc3c4c(c5c6c3c3c1c1c2cc2c7c(c8c9c2c1c1c3c(c6ccc5)ccc1c9ccc8)cccc7)cccc4,4,1
2890,3960,c12c3c4c5cccc6c5c5c3c(c3c1c1c(c7cccc8c7c7c1c(c2cc4)ccc7c1c8cccc1)cc3)ccc5c1c6cccc1,4,1
2891,3959,c12c3c4c5c6ccccc6c6c4c4c2c(cc2c1c1c(c7c2cccc7)ccc2c7c(c(c3c12)c5)cccc7)c1ccccc1c4cc6,4,1
2892,3958,c12c3c4c(c5ccccc5c5c4c4c2c2c(cc1)c1cccc6c1c1c2c2c4c(c5)c4c(cccc4)c2cc1c1c6cccc1)ccc3,4,1
2893,3957,c12c3c4ccc5c6c4c4c2c2c7c(c1ccc3)ccc1c7c3c(c2cc4c2c6c(c4c5cccc4)ccc2)cccc3c2c1cccc2,4,1
2894,3956,c12c3c4c5c6ccccc6c6c4c(c2cc2c4c1c1c7c8c4c(ccc8c4c(c7ccc1c3cc5)cccc4)c1c2cccc1)ccc6,4,1
2895,3955,c12c3cc4c5c2c2c6c7c1c(ccc7c1cccc7c1c6c(cc2c1c5c(c2c4cccc2)ccc1)c1c7cccc1)c1c3cccc1,4,1
2896,3954,c12cc3c4c(cccc4)c4c5c3c3c2c2c6c7c1cccc7c1cccc7c1c6c(cc2c1c3c(c5ccc4)ccc1)c1c7cccc1,4,1
2897,3953,c12ccc3c4c2c2c5c6c1cccc6c1cccc6c1c5c(cc2c1c4c2c4c3cccc4c3c(c2cc1)cccc3)c1c6cccc1,4,1
2898,3948,c12c3c4cccc5c4c4c2c(c2c(c1ccc3)cc1c3c(cccc3)c3c(c1c2)cccc3)cc1c4c2c5cccc2c2ccccc12,4,1
2899,3947,c12c3c4c5c6c7ccccc7c7c5c(c3ccc1c1cc3c5c(cccc5)c5c(c3cc1c1c2c(c4cc6)ccc1)cccc5)ccc7,4,1
2900,3946,c12c3c4c5ccc6c4c4c2c(c2c(c1ccc3c1c5cccc1)cc1c3c(cccc3)c3c(c1c2)cccc3)ccc4c1c6cccc1,4,1
2901,3945,c12c3c4c(c5cccc6c5c5[C@@H]4c(c2cc2c(c1)c1[C@H]4c(c7ccccc7c7c4c2ccc7)ccc1)ccc5c1c6cccc1)ccc3,4,1
2902,3909,c12c3c(cccc3)c3c(c2cc2c(c1)c1c4c(c5ccccc5c5c4c2ccc5)ccc1)cc1c(c3)c2ccccc2c2c1cccc2,4,1
2903,3908,c12c3c4cc5c6c(cccc6)c6c(c5cc4c4c2c(c2c(c1ccc3)cc1c3c(cccc3)c3c(c1c2)cccc3)ccc4)cccc6,4,1
2904,102,c12c3c4c5c6ccc4ccc3cc3c1c(cc1c2c5c(cc6)cc1)c1c2c4c5c6c7c(ccc6ccc5cc32)ccc2c7c4c(cc2)c1,4,1
2905,103,c12c3c4c5c6ccc4ccc3cc3c1c(cc1c2c5c(cc6)cc1)c1c2c4c5c6c7c(ccc6ccc5cc32)ccc2c7c4c(cc2)c1,4,1
2906,151,c12c3c4c(ccc3)c3c5ccccc5c5c6c3c3c4c4c1c(ccc2)c1c2ccccc2c2c7c1c4c1c3c(c6ccc5)ccc1c7ccc2,4,1
2907,149,c12c3c4c(ccc3)c3c5ccccc5c5c6c3c3c4c4c1c(ccc2)c1c2ccccc2c2c7c1c4c1c3c(c6ccc5)ccc1c7ccc2,4,1
2908,43,c12c3c4ccc5c3c3c6[C@@H]2c2c7c8c9c(cc%10c8c8c2c2c6c(cc3cc5)ccc2cc8cc%10)ccc2c9c3[C@@H]7c1c(c4)c1c3c(c2)ccc1,4,1
2909,150,c12c3c4c(ccc3)c3c5ccccc5c5c6c3c3c4c4c1c(ccc2)c1c2ccccc2c2c7c1c4c1c3c(c6ccc5)ccc1c7ccc2,4,1
2910,3243,c12=Cc3c4[C@@H]5c1c1[C@H]6c7c5c5c8c4c4c(c3)ccc3c4c4[C@H]8c(cc5cc7=Cc5c6c6c7c1c(c2)ccc7cc1c6c(c5)ccc1)ccc4cc3,4,1
2911,3241,c12c3c4c5c6C7=C8[C@H]9c%10c([C@H]37)c(=C2)ccc%10=Cc2c9c(C=C8Cc6cc3c5c5c6c4c(c1)cc1c6c4c6c5c(c3)ccc6ccc4cc1)ccc2,4,1
2912,824,[C@@H]12[C@H]3[C@@H]4[C@@H]5C[C@@H]6[C@H]3[C@@H]3C7=C8C9=C(C=c%10c%11c%12c%13[C@H](C(=C27)[C@@H]9%11)c2c1c1[C@H]4C(=C5)C=c4c1c1c2c2c%13c(=Cc2cc1cc4)cc%12cc%10)C=C[C@@H]8C=C3C6,2,1
2913,3242,c12c3c4c5c6c7c3c3c(c2)ccc2c3c3c7c(cc6cc6c5c5c7c4c(c1)cc1c7c4c7[C@H]5c(c6)ccc7ccc4cc1)cc1c3c(c2)ccc1,4,1
2914,3175,c12c3c4c5c6c7c3c3c8c2c2cc9c1c1c4c4c%10c5c(cc6cc5c7c6c3c(cc8cc2)ccc6cc5)ccc%10cc2c4c3c1c(c9)ccc3cc2,4,1
2915,835,c12c3c4c5c[c]c3c3c6c2c2c7c8c9c(cc%10c8c8c2c2c6c(cc3)ccc2cc8cc%10)ccc2c9c3c7c1c1c4c(cc5)cc4c1c3c(c2)cc4,4,1
2916,3173,c12c3c4c5c6c7c3c3c8c2c2cc9c1c1c4c4c%10c5c(cc6cc5c7c6c3c(cc8cc2)ccc6cc5)ccc%10cc2c4c3c1c(c9)ccc3cc2,4,1
2917,834,c12c3c4c5ccc3c3c6c2c2c7c8c9c(cc%10c8c8c2c2c6c(cc3)ccc2cc8cc%10)ccc2c9c3c7c1c1c4c(cc5)cc4c1c3c(c2)cc4,4,1
2918,825,C12=C3[C@@H]4C5=C6[C@H]2C2=C7C8=C1C1=C9[C@H]3C3=C%10C4=C4C%11=C5C5=C%12[C@H]6C6=C2[C@@H]2C=C7CC8=C[C@H]1C=CC9=C[C@H]3C=C[C@H]%10C=C4CC%11=C[C@H]5C=CC%12=C[C@H]6C=C2,4,1
2919,42,c12c3c4ccc5c3c3c6[C@@H]2C2=C7[C@@H]8c9c(C=c%10c8c8[C@@H]2c2c6c(cc3cc5)ccc2C=c8cc%10)ccc2c9c3[C@@H]7c1c1c4ccc4c1c3c(c2)cc4,4,1
2920,3174,c12c3c4c5c6c7c3c3c8c2c2cc9c1c1c4c4c%10c5c(cc6cc5c7c6c3c(cc8cc2)ccc6cc5)ccc%10cc2c4c3c1c(c9)ccc3cc2,4,1
2921,264,n12c3c4c5cc6c3c3c7n2c2c8c9c%10c(cc%11c9c9c2c2c7c(cc3cc6)ccc2cc9cc%11)ccc2c%10c3c8c1c1c4c(cc5)cc4c1c3c(c2)cc4,4,1
2922,262,c12c3c4c5cc6c3c3c7c2c2c8c9c%10c(cc%11n9c9c2c2c7c(cc3cc6)ccc2cc9cc%11)ccc2c%10c3c8c1n1c4c(cc5)cc4c1c3c(c2)cc4,4,1
2923,260,c12c3c4[C@H]5C=c6c3c3c7c2c2c8c9c%10c(cc%11c9c9c2c2c7c(cc3cc6)ccc2cc9cc%11)ccc2c%10[C@H]3c8c1n1c4c(C=C5)cn4c1c3c(c2)cc4,4,1
2924,258,n12c3c4c5cc6c3c3c7c2c2n8c9c%10c(cc%11c9c9c2c2c7c(cc3cc6)ccc2cc9cc%11)ccc2c%10c3c8c1c1c4c(cc5)cc4c1c3c(c2)cc4,4,1
2925,256,n12c3c4c5cc6c3c3c7c2c2c8c9[C@@H]%10c(cc%11c9c9c2c2c7c(cc3cc6)ccc2cc9cc%11)ccc2c%10c3c8c1n1c4c(cc5)cc4[C@H]1c3c(c2)cc4,4,1
2926,254,n12c3c4c5cc6c3c3c7c2c2c8c9c%10c(cc%11c9c9c2c2c7c(cc3cc6)ccc2cc9cc%11)ccc2c%10[C@H]3c8c1c1[C@@H]4c(cc5)cn4c1c3c(c2)cc4,4,1
2927,263,n12c3c4c5cc6c3c3c7n2c2c8c9c%10c(cc%11c9c9c2c2c7c(cc3cc6)ccc2cc9cc%11)ccc2c%10c3c8c1c1c4c(cc5)cc4c1c3c(c2)cc4,4,1
2928,261,c12c3c4c5cc6c3c3c7c2c2c8c9c%10c(cc%11n9c9c2c2c7c(cc3cc6)ccc2cc9cc%11)ccc2c%10c3c8c1n1c4c(cc5)cc4c1c3c(c2)cc4,4,1
2929,259,c12c3c4c5cc6c3c3c7c2c2c8c9c%10c(cc%11[C@@H]9c9c2c2c7c(cc3cc6)ccc2cc9cc%11)ccc2c%10[C@H]3c8c1n1c4c(cc5)cn4c1c3c(c2)cc4,4,1
2930,257,n12c3c4c5cc6c3c3c7c2c2n8c9c%10c(cc%11c9c9c2c2c7c(cc3cc6)ccc2cc9cc%11)ccc2c%10c3c8c1c1c4c(cc5)cc4c1c3c(c2)cc4,4,1
2931,255,n12c3c4c5cc6c3c3c7c2c2c8c9c%10c(cc%11[C@@H]9c9c2c2c7c(cc3cc6)ccc2cc9cc%11)ccc2c%10[C@H]3c8c1n1c4c(cc5)cc4c1c3c(c2)cc4,4,1
2932,253,n12c3c4c5cc6c3c3c7c2c2c8c9c%10c(cc%11[C@@H]9c9c2c2c7c(cc3cc6)ccc2cc9cc%11)ccc2c%10[C@H]3c8c1c1c4c(cc5)cn4c1c3c(c2)cc4,4,1
2933,826,c12c3c4[C@@H]5C=C6c3c3c7c2c2c8c9c%10c(cc%11[C@@H]9c9c2c2c7[C@@H](C=C3[CH]6)C=C[C@H]2C=c9cc%11)ccc2c%10c3c8c1c1c4[C@H](C=C5)C=c4c1[C@@H]3c(c2)cc4,4,1
2934,670,c12c3c4c5cc6c3c3c7c2c2c8c9c%10c(cc%11c9c9c2c2c7c(cc3C=[SiH]6)ccc2cc9cc%11)ccc2c%10c3c8c1c1c4c(cc5)cc4c1c3c(c2)cc4,4,1
2935,668,[Si]12[C@@H]3[C@H]4C5=Cc6c3c3c7[C@@H]2c2c8c9c%10c(cc%11c9[C@@H]9c2c2c7c(cc3cc6)ccc2cc9cc%11)ccc2c%10c3c8[C@@H]1c1c4c(C=C5)cc4c1c3c(c2)cc4,4,1
2936,241,c12c3c4c5Oc6c3c3c7c2c2C8c9c%10c(cc%11c9c9c2c2c7c(cc3cc6)ccc2cc9cc%11)ccc2c%10c3c8c1c1c4c(cc5)cc4c1c3c(c2)cc4,4,1
2937,240,c12c3c4c5=COc6c4c4c1c1c7c8c9c(cc%10c8c8c%11c7c2[C@@H]2c7c3c(c5)ccc7cc3c2c%11c(cc8cc%10)cc3)ccc2c9c1c1c4c(c6)ccc1c2,4,1
2938,671,c12c3c4c5cc6c3c3[C@H]7c2c2[C@H]8c9c%10c(cc%11c9c9c2c2c7c(cc3C=[SiH]6)ccc2cc9cc%11)ccc2c%10c3c8c1c1c4c(cc5)cc4c1c3c(c2)cc4,4,1
2939,669,[Si]12[C@@H]3c4c5C=C6C3=C3C7=C8[C@H]9C%10=C([C@@H]%11c%12c%13c(cc%14c%12c%10c(cc%14)C=C9C=CC8=C[C@H]3C=C6)ccc3c%13C6=C%11[C@@H]1c1c4c(cc5)cc4c1[C@H]6C(=C3)C=C4)[C@H]27,4,1
2940,239,c12c3n4c5cc6c3c3c7[C@@H]2c2c8c9c%10c(cc%11c9c9c2c2c7c(cc3cc6)ccc2cc9cc%11)ccc2c%10c3c8c1c1c4c(cc5)cc4c1c3c(c2)cc4,4,1
2941,238,c12c3c4c5cc6c3c3c7c2c2c8c9c%10c(cc%11c9c9[C@@H]2c2c7c(cc3c[nH]6)ccc2cc9cc%11)ccc2c%10c3c8c1c1c4c(cc5)cc4c1c3c(c2)cc4,4,1
2942,237,c12n3c4c5cc6c3c3c7c2c2c8c9c%10c(cc%11c9c9c2c2c7c(cc3cc6)ccc2cc9cc%11)ccc2c%10c3c8c1[C@H]1c4c(cc5)cc4c1c3c(c2)cc4,4,1
2943,236,n12c3c4c5cc6c3c3c7c2c2c8c9c%10c(cc%11[C@@H]9c9c2c2c7c(cc3cc6)ccc2cc9cc%11)ccc2c%10c3c8c1c1c4c(cc5)cc4c1c3c(c2)cc4,4,1
2944,235,c12c3c4c5cn6c3c3c7c2c2c8c9c%10c(cc%11c9c9c2c2c7c(cc3cc6)ccc2cc9cc%11)ccc2c%10c3c8c1[C@@H]1c4c(cc5)cc4c1c3c(c2)cc4,4,1
2945,234,c12c3c4c5[nH]c6c3c3c7c2c2C8c9c%10c(cc%11c9c9c2c2c7c(cc3cc6)ccc2cc9cc%11)ccc2c%10c3c8c1c1c4c(cc5)cc4c1c3c(c2)cc4,4,1
2946,46,c12c3c4c5cc6c3c3c7c2c2c8c9c%10c(cc%11c9c9c2c2c7c(cc3cc6)ccc2cc9cc%11)ccc2c%10c3c8c1c1c4c(cc5)cc4c1c3c(c2)cc4,4,1
2947,48,c12c3c4c5cc6c3c3c7c2c2c8c9c%10c(cc%11c9c9c2c2c7c(cc3cc6)ccc2cc9cc%11)ccc2c%10[C@H]3c8c1c1c4c(=CC5)cc4c1c3c(c2)cc4,4,1
2948,47,c12=C3c4c5Cc6c3c3[C@@H]7c2c2c8=C9[C@H]%10C(=Cc%11c9c9[C@H]2c2c7c(=Cc3cc6)ccc2=Cc9cc%11)C=CC2=C%10[C@@H]3c8c1[C@H]1c4c(cc5)C=c4c1c3c(=C2)cc4,4,1
2949,3178,c12c3c4c5c6c7c3c3c(c2)ccc2c3c3c7c(cc6cc6c5c5c7c4c(c1)cc1c7c4c7c5c(c6)ccc7cc5c4c(c1)ccc5)cc1c3c(c2)ccc1,4,1
2950,3921,c12c3c4c5c6ccccc6c6c4c4c2c2c7c8c1c1c(c9c8c8c(c%10ccccc%10c%10c8c7c(c7c2c(c4cc6)ccc7)cc%10)cc9)cccc1c3cc5,4,1
2951,3920,c12c3c4c5c6ccccc6c6c4c4c2c2c7c8c1c1c(c9c8c(ccc9)c8c7c7c9c2c(c4cc6)ccc9c2c(c7cc8)cccc2)cccc1c3cc5,4,1
2952,3919,c12c3c4ccccc4c4c2c2c5c6c1c1c7c8c6c6c9c(cccc9c8ccc7c7ccccc7c1c3)c1c3c6c5c5c(c2cc4)cccc5c3ccc1,4,1
2953,3918,c12c3c4cccc5c4c4c2c2c6c7c1c(c1c8c7c7c9c(cccc9c8ccc1)c1c8c7c6c6c(c2cc4c2c5cccc2)cccc6c8ccc1)cc3,4,1
2954,3902,c12c3c4cc5c6c(cccc6)c6c7c5c5c4c4c2c2c8c(c1ccc3)ccc1c8c3c(c2cc4c2c5c(c7ccc6)ccc2)cccc3c2c1cccc2,4,1
2955,3901,c12c3c4c5c(cccc5c5c3c3c6c1cc1c7c(cccc7)c7c8c1c6c1c(cccc1c8ccc7)c3cc5)c1c3c4c(c2)c2c(c3ccc1)cccc2,4,1
2956,3900,c12c3c4c5c6c7ccccc7c7c5c(c3ccc1c1cc3c5c(cccc5)c5c8c3c3c1c1c2c(c4cc6)ccc1c1c3c(c8ccc5)ccc1)ccc7,4,1
2957,3899,c12c3c4c5c6ccc7c5c5c3c(c3c1c1c8c9c(cccc9c9c1c(c2cc4c1c6cccc1)ccc9)c1c(c8c3)cccc1)ccc5c1c7cccc1,4,1
2958,3898,c12c3c4c5c6c7c8cccc7c7c5c5c3c(cc1c1cccc3c1c1c2c(c4cc6c2c8cccc2)ccc1c1c3cccc1)c1c(c5cc7)cccc1,4,1
2959,3897,c12c3c4c5c6c(cccc6c6c4c4c2c2c7c(c1)c1c8c(c9ccccc9c9c8c7c(c7c2c(c4cc6)ccc7)cc9)ccc1)c1c(c5cc3)cccc1,4,1
2960,3896,c1c2c3c4c(c1)c1cccc5c1c1c4c(c4c3c3c6c2ccc2c6c6c(c3cc4)ccc3c6c4c2cccc4c2ccccc32)ccc1c1c5cccc1,4,1
2961,3895,c12c3c4c5c6c7ccccc7c7c5c(c3cc3c1c1c(cc5c8c1c1c2c(c4cc6)ccc1c1c8c(c2c5cccc2)ccc1)c1c3cccc1)ccc7,4,1
2962,3894,c12c3c4c5ccccc5c5c3c(c3c1c1c6c7c(ccc8c7c7c1c1c2c(c4)c2ccccc2c1cc7c1c8cccc1)c1c(c6c3)cccc1)ccc5,4,1
2963,3893,c12c3c4c5c6cccc7c6c6c4c(c2cc2c4c1c1c8c9c4c(ccc9c4c(c8ccc1c3cc5)cccc4)c1c2cccc1)ccc6c1c7cccc1,4,1
2964,3884,c12c3c4c5c6c7ccccc7c7c5c(c3cc3c1c1c5c(c8ccccc8c8c5c3ccc8)ccc1c1c2c2c4c(c6)c3c(c2cc1)cccc3)ccc7,4,1
2965,3883,c12c3c4cc5c6c3c3c7c1c(c1cccc8c1c7c(cc3c1c6c(c3c5cccc3)ccc1)c1c8cccc1)cc1c2c2c4cccc2c2c1cccc2,4,1
2966,3866,c12cccc3c2[C@H]2c(ccc4c2c2c3cccc2c2c4cccc2)c2c1cc1c(c2)c2cccc3c2[C@H]2c1ccc1c2c2c3cccc2c2c1cccc2,4,1
2967,3865,c1c2c3c4c(ccc5c4c4c2cc2c6c4c4c5cccc4c4c6c(ccc4)c4cc5c(cc24)c2ccccc2c2c5cccc2)c2c(c3cc1)cccc2,4,1
2968,3864,c12c3cc4c5c(cccc5)c5c(c4cc3c3c4c1c1c6c7c(c8ccccc8c8c7c7c1c(c2)c1c(c7cc8)cccc1)ccc6c4ccc3)cccc5,4,1
2969,3863,c1c2c3c4c5c6c(cccc6c6c4c(c2cc2c1c1c4c7c8c(cccc8c8c4c2ccc8)c2c(c7cc1)cccc2)ccc6)c1c(c5cc3)cccc1,4,1
2970,3845,c1cc2c3c4c5c(ccc4c4c6c3c1c1cccc3c1c6c(cc4)c1c3cc3c(c1)c1ccccc1c1c3cccc1)c1c(c3c5c2ccc3)cccc1,4,1
2971,3844,c12c3c4cc5c6c(cccc6)c6c7c5c5c4c4c2c(c2c(c1ccc3)cc1c3c(cccc3)c3c(c1c2)cccc3)ccc4c1c5c(c7ccc6)ccc1,4,1
2972,3843,[C@@H]12c3c4c5c6c7ccccc7c7c5c(c3ccc1c1cc3[C@@H]5C(=c8c(=c3cc1c1c2c2c4c(c6)c3c(c2cc1)cccc3)cccc8)C=CC=C5)ccc7,4,1
2973,3842,c1c2c3c4c(cccc4c4c2cccc4)c2c4c3c3c1c1cc5c6ccccc6c6c(c5cc1c1c3c3c4c(cc2)c2c(c3cc1)cccc2)cccc6,4,1
2974,3841,c12c3c4cccc5c4c4c1c(c1cccc6c1[C@@H]2c(cc3)c1c6cc2c(c1)c1c3[C@@H]6c2cccc6c2c(c3ccc1)cccc2)ccc4c1c5cccc1,4,1
2975,3840,C12=Cc3c4[C@@H]5c(c6ccccc6c6c5c(c3=C[C@H]2c2c3c5c1cccc5c1cccc5c1c3c1c(c2)c2ccccc2c2c1c5ccc2)ccc6)ccc4,4,1
2976,3839,c12c3c4c5c6c(ccc7c6c6[C@H]4c(c2cc2c(c1)c1[C@@H]4c(c8ccccc8c8c4c2ccc8)ccc1)ccc6c1c7cccc1)c1c(c5cc3)cccc1,4,1
2977,3825,c12cc3c4cc5c6ccccc6c6ccccc6c5cc4c4c(c3cc2c2c3c5c1cccc5c1c5c3c(cc2)c2c(c5ccc1)cccc2)cccc4,4,1
2978,3824,c1c2c(c3ccccc3c3c2cc2c4cc5c6ccc7c8ccccc8c8c9c7c6c6c(cccc6c9ccc8)c5cc4c4c(c2c3)cccc4)ccc1,4,1
2979,3823,c1cccc2c1c1cc3c4c5c6c(c3cc1c1c2cc2c(c1)c1c3c7c2cccc7c2c(c3ccc1)cccc2)cccc6c1c(c5ccc4)cccc1,4,1
2980,3834,c1c2c(c3ccccc3c3c2cc2c(c3)c3c(cccc3)c3ccccc23)cc2c1c1Cc3c4ccccc4c4c(c3Cc1c1c2cccc1)cccc4,4,1
2981,3833,c1c2c(cc3c1c1cc4c5ccccc5c5c(c4cc1c1c3cccc1)cc1c(c5)c3ccccc3c3c1cccc3)c1c(c3c2cccc3)cccc1,4,1
2982,3832,c12cc3c4ccccc4c4ccccc4c3cc1c1cc3c4c(cccc4)c4c(c3cc1c1c2cc2c3ccccc3c3ccccc3c2c1)cccc4,4,1
2983,704,c12c3c4c5[c]c6c3c3c7c2c2c8c9c%10c([c]c%11c9c9c2c2c7c([c]c3[c][c]6)[c][c]c2[c]c9[c][c]%11)[c][c]c2c%10c3c8c1c1c4c([c][c]5)[c]c4c1c3c([c]2)[c][c]4,3,2
2984,828,c12c3c4[C@H]5C=C6c3c3c7c2c2c8c9c%10c(cc%11[C@@H]9c9c2c2c7[C@H](C=C3C6=C)C=C[C@@H]2C=c9cc%11)ccc2c%10c3c8c1c1c4[C@H](C=C5)C=c4c1[C@H]3c(c2)cc4,4,1
2985,836,c12c3c4c5cc(c3c3c6c2c2c7c8c9c(cc%10c8c8c2c2c6c(cc3)ccc2cc8cc%10)ccc2c9c3c7c1c1c4c(cc5)cc4c1c3c(c2)cc4)C#C,4,1
2986,37,c12c3c4c5cc6c3c3c7c2c2c8c9c%10c(cc%11c9c9C2c2c7c(cc3cc6)ccc2cc9cc%11)ccc2c%10c3c8c1C1c4c(cc5)cc4c1c3c(c2)cc4,4,1
2987,823,c12c3c4c5cc6c3c3c7c2c2c8c9c%10c(cc%11c9c9c2c2c7c(cc3cc6)ccc2cc9cc%11)ccc2c%10c3c8c1c1c4c(CC5)cc4c1c3c(c2)cc4,4,1
2988,3176,c12c3c4c5c6c7c3c3c(c2)ccc2c3c3c7c(cc6cc6c5c5c7c4c(c1)cc1c7c4c7c5c(c6)ccc7cc5c4c(c1)ccc5)cc1c3c(c2)ccc1,4,1
2989,3925,c12c3c4c5c6ccccc6c6c4c4c2c2c7c8c1c1c(c9c8c8c(c%10ccccc%10c%10c8c7c(c7c2c(c4cc6)ccc7)cc%10)cc9)cccc1c3cc5,4,1
2990,3924,c12c3c4c5c6ccccc6c6c4c4c2c2c7c8c1c1c(c9c8c(ccc9)c8c7c7c9c2c(c4cc6)ccc9c2c(c7cc8)cccc2)cccc1c3cc5,4,1
2991,3923,c12c3c4ccccc4c4c2c2c5c6c1c1c7c8c6c6c9c(cccc9c8ccc7c7ccccc7c1c3)c1c3c6c5c5c(c2cc4)cccc5c3ccc1,4,1
2992,3922,c12c3c4cccc5c4c4c2c2c6c7c1c(c1c8c7c7c9c(cccc9c8ccc1)c1c8c7c6c6c(c2cc4c2c5cccc2)cccc6c8ccc1)cc3,4,1
2993,3886,c12c3c4c5ccccc5c5c3c(c3c1c1c6c7c(ccc8c7c7c1c1c2c(c4)c2ccccc2c1cc7c1c8cccc1)c1c(c6c3)cccc1)ccc5,4,1
