,UIDs,SMILES,Kmeans Class,Hierarchal Class
1465,2856,c12c3[c][c]c4c1c([c]c1c2c2c([c]3)[c]c3c5c2c1[c]c1c5c2c([c][c]1)[c][c][c]c32)[c][c][c]4,3,2
1466,2857,c12c3[c][c]c4c1c([c]c1c2c2c([c]3)[c]c3c5c2c2c6c5c([c][c]3)[c][c]c6[c][c]c12)[c][c][c]4,3,2
1467,2858,c12c3[c][c]c4c1c([c][c]c2c1c2c3c3c5c2c([c][c]1)c1c(c5[c][c][c]3)[c][c][c][c]1)[c][c][c]4,3,2
1468,2859,c12c3[c][c]c4c1c([c][c]c2c1c([c]3)c2c3c([c]1)c1c5c3c([c][c]2)[c][c]c5[c][c][c]1)[c][c][c]4,3,2
1469,2860,c12c3[c][c]c4c1c([c][c]c2c1c([c]3)c2c([c][c]1)c1c([c][c]2)c2c([c][c]1)[c][c][c][c]2)[c][c][c]4,3,2
1470,2861,c12c3[c][c]c4c1c([c][c]c2c1c2c3c3c2c([c][c]1)[c]c1c3[c][c]c2c1[c][c][c][c]2)[c][c][c]4,3,2
1471,2862,c12c3[c][c]c4c1c([c][c]c2c1c2c3c3c2c([c][c]1)[c]c1c3c2c([c][c]1)[c][c][c][c]2)[c][c][c]4,3,2
1472,2863,c12c3[c][c]c4c1c([c][c]c2c1c2c3c3c5c2c([c][c]1)[c][c]c5c1c([c]3)[c][c][c][c]1)[c][c][c]4,3,2
1473,2864,[C@@H]12[C@H]3[C@H]4[C@H]5[C@H]6[C@@H]1[C@H]1[C@H]7[C@H]8[C@@H]2[C@H]2[C@@H]([C@@H]3[C]4[C][C][C@@H]5[CH][C@H]3[C@@H]6[C@@H]1[CH][C]=[C]3)[C]=[C][CH][C@H]2[C@H]8[CH][C]=[C]7,3,2
1474,2865,c12c3[C]4c5c6c1c1c7c(c2c2c(c3[C]4[C]=[C]c5c3c(c61)[c][c][c][c]3)[c][c][c][c]2)[c][c][c][c]7,3,2
1475,2866,c12c3c4c5c(c1[c]c1c6c2c2c([c]3)[c][c][c]c2c6c2c([c]1)[c][c][c][c]2)[c][c][c]c5[c][c][c]4,3,2
1476,2867,c12c3c4c5c6c1c1c7c(c2c2c([C@H]3[C@H]4[C]=[C]c5[c][c]c61)[c][c][c][c]2)[c][c]c1c7[c][c][c][c]1,3,2
1477,2868,c12c3c4c5c6c1c1c7c(c2[c]c2c3c(c4[c][c]c5[c]c3c6c1[c][c][c]3)[c][c][c]2)[c][c][c][c]7,3,2
1478,2869,c12c3c4c5c6c1[C@H]1c7c(c2[c]c2c3c(c4[c][c]c5c3c([C@@H]61)[c][c][c][c]3)[c][c][c]2)[c][c][c][c]7,3,2
1479,2870,c12c3c4c5c6c1[C@@H]1c7c(c2[c]c2c3c(c4c3c(c5[C]=[C][C@H]61)[c][c][c][c]3)[c][c][c]2)[c][c][c][c]7,3,2
1480,2871,[C@H]12[C@@H]3[C@@H]4[C@@H]5[C@@H]6[C@H]1[C@@H]1[C@@H]7[C@@H]8[C@H]2[C@@H]2[C@@H]9[C@H]3[C@H]([C@H]4[C]=[C][C@H]5[C]=[C][C]61)[C]=[C][C@@H]9[C]1[C]=[C][C@@H]([C@H]8[C]21)[C]=[C]7,3,2
1481,2872,c12c3c4c5c6c1c1c7c(c2[c]c2c3c(c4[c][c]c5[c][c]c61)[c][c][c]2)[c][c]c1c7[c][c][c][c]1,3,2
1482,2875,c12c3c4c5c6c1c1c7c(c2[c][c]c3c2c4c([c]c5[c]c3c6c1[c][c][c]3)[c][c][c]2)[c][c][c][c]7,3,2
1483,2876,c12c3c4c5c6c1c(c1c7c2c([c][c]3)c2c7c([c][c]1)[c][c][c]2)c1c6c([c]c5[c][c][c]4)[c][c][c]1,3,2
1484,2877,[C@@H]12[C@H]3[C@H]4[C@H]5[C@H]6[C@@H]1[C@H]1[C@H]7[C@H]8[C@@H]2[C]=[C][C@@H]3[C]4[C][C][C@@H]5[CH][C@H]2[C@@H]6[C@@H]1[C@H]([C]=[C]2)c1c7c([C]=[C]8)[c][c][c]1,3,2
1485,2878,c12c3c4c5c6c1c(c1c(c2[c][c][c]3)[c][c][c][c]1)c1c6c([c]c5[c][c][c]4)[c]c2c1[c][c][c][c]2,3,2
1486,2880,c12c3c4c5c6c1c(c1c7c2c([c][c]3)c2c7c([c][c]1)[c][c][c]2)c6c1c(c5[c][c][c]4)[c][c][c][c]1,3,2
1487,2881,c12c3c4c5c6c1[C@H]1c7c(c2[c][c]c3c2c4c([c]c5[C]=[C][C@@H]61)[c][c][c]2)c1c([c][c]7)[c][c][c][c]1,3,2
1488,2885,c12c3c4c5c6c1[C@H](c1c7c2c([c][c]3)c2c7c([c][c]1)[c][c][c]2)[C@@H]6[C]=[C]c5c1c([c]4)[c][c][c][c]1,3,2
1489,2886,c12[C]3c4c5[C]6c1c1c7c(c2[C]=[C][C]3c4c2c(c5[C]=[C][C]61)[c][c][c][c]2)[c][c]c1c7[c][c][c][c]1,3,2
1490,2887,c12c3c4c5c6c1c(c1c7c2c([c][c]3)c2c7c(c3c1[c][c][c][c]3)[c][c][c]2)c6[c][c]c5[c][c][c]4,3,2
1491,2889,c12[C]3c4c5c6c1c1c7c(c2[C]=[C][C]3c4[c][c]c5[c][c]c61)[c][c]c1c7[c][c]c2c1[c][c][c][c]2,3,2
1492,2890,c12c3c4c5c6c1c1c([c]c2[c]c2c3c(c4[c][c]c5[c][c][c]6)[c][c][c]2)c2c([c][c]1)[c][c][c][c]2,3,2
1493,2891,c12c3c4c5c6c1c1c7[c]c2[c][c]c3c2c4c([c]c5[c][c]c6c1[c]c1c7[c][c][c][c]1)[c][c][c]2,3,2
1494,2892,c12c3c4c5c6c1c1c7[c]c2[c][c]c3c2c4c([c]c5[c][c]c6c1c1c([c]7)[c][c][c][c]1)[c][c][c]2,3,2
1495,2893,c12c3c4c5c6c1c1c7c8c2[c][c]c3c4[c][c]c5[c][c]c6c1[c]c1c7c2c([c][c]1)[c][c][c]c82,3,2
1496,2894,c12c3c4c5c6c1c1c([c]c2[c][c][c]3)c2c([c]c1c6[c][c]c5[c][c][c]4)c1c([c][c]2)[c][c][c][c]1,3,2
1497,2895,c12c3c4c5c6c1c1c([c]c2[c][c][c]3)[c]c2c(c1c6[c][c]c5[c][c][c]4)[c][c]c1c2[c][c][c][c]1,3,2
1498,2896,c12c3c4c5c6c1c1c([c]c2[c][c][c]3)[c]c2c(c1c6[c][c]c5[c][c][c]4)c1c([c][c]2)[c][c][c][c]1,3,2
1499,2897,c12c3[CH]c4c5=C1C(=C1c5c5c(=[C][C]=[C][C@H]5[C]=[C]1)[c]4)[C@@H]1C4=C([C][C][C]1)c1c(c24)c([c]3)[c][c][c]1,3,2
1500,2898,c12c3[C@@H]4c5c(c1[c]c1c6c2c2c([c]3)[c][c][c]c2c6[c][c][c]1)[c]c1c2c5[C@@H]4[C]=[C]c2[c][c][c]1,3,2
1501,2900,c12c3[c]c4c(c1[c]c1c5c2c2c([c]3)c3c6c(c2c5[c][c][c]1)[c][c][c]c6[c][c][c]3)[c][c][c][c]4,3,2
1502,2901,c12c3[c]c4c5c1c(=c1c5c5c([c]4)[c][c][c]c5[c][c]1)c1c(c2[c]c2c3[c][c][c][c]2)[c][c][c][c]1,3,2
1503,2902,c12c3[c]c4c(c1[c]c1c(c2[c]c2c3[c][c][c][c]2)[c][c][c][c]1)[c]c1c2c4[c][c][c]c2[c][c][c]1,3,2
1504,2903,c12c3[c]c4c5c1c(c1c6c2c([c][c]3)c2c6c([c][c]1)[c][c][c]2)c1c5c2c([c]4)[c][c][c]c2[c][c]1,3,2
1505,2904,c12c3[c]c4c5c1c(=c1c5c5c([c]4)[c][c][c]c5[c][c]1)c1c(c2[c][c][c]3)[c][c]c2c1[c][c][c][c]2,3,2
1506,2905,c12c3[c]c4c5c1c(=c1c5c5c([c]4)[c][c][c]c5c4c1[c][c][c][c]4)c1c(c2[c][c][c]3)[c][c][c][c]1,3,2
1507,2906,c12c3[c]c4c5c1c(=c1c5c5c([c]4)c4c([c]c5[c][c]1)[c][c][c][c]4)c1c(c2[c][c][c]3)[c][c][c][c]1,3,2
1508,2907,c12c3[c]c4c5c1c1c6c7c2c(=c2c7c7c(c6[C]6[C]1c5c([c][c]4)[C]=[C]6)[c][c][c]c7[c][c]2)[c][c]3,3,2
1509,2908,c12c3[c]c4c5c1c1c6c(c2[c][c][c]3)[c]c2c3c6c(c6c1c5c([c][c]4)[c][c]6)[c][c]c3[c][c][c]2,3,2
1510,2909,[C@@H]12[C@H]3[C@H]4[C@H]5[C@H]6[C@@H]1[C@@H](c1c7[C@@H]2[C@@H]([C]=[C]3)c2c7c([c][c]1)[c][c][c]2)[C@H]6[C@@H]1[C@@H]2[C@H]5[C]4[C]=[C][C@@H]2[CH][C]=[C]1,3,2
1511,2910,c12c3c4c5c(c1[c]c1c(c2[c][c][c]3)[c][c][c][c]1)[c]c1c2c5c3c([c]c2[c][c][c]1)[c][c][c]c43,3,2
1512,2913,c12c3[c]c4c(c1[c]c1c5c2c(=c2c5c5c([c]1)[c][c][c]c5[c][c]2)[c][c]3)[c][c]c1c4[c][c][c][c]1,3,2
1513,2914,c12c3[c]c4c(c1[c]c1c(c2[c][c][c]3)[c]c2c3c1[c][c][c]c3[c][c][c]2)[c][c]c1c4[c][c][c][c]1,3,2
1514,2915,c12c3c4=c5c6c7c4c(c1[c]c1c(c2[c][c][c]3)[c][c][c][c]1)[c][c]c7[c]c1c6c([c][c]5)[c][c][c]1,3,2
1515,2916,c12c3[C@H]4c5c(c1[c]c1c(c2[c][c][c]3)[c][c][c][c]1)[c][c]c1c5[C@H]4c2c3c1[c][c][c]c3[c][c][c]2,3,2
1516,2917,c12c3[c]c4c(c1[c]c1c5c2c(=c2c5c5c([c]1)[c]c1c(c5[c][c]2)[c][c][c][c]1)[c][c]3)[c][c][c][c]4,3,2
1517,2918,c12c3[c]c4c(c1[c]c1c5c2c(=c2c5c5c([c]1)c1c([c]c5[c][c]2)[c][c][c][c]1)[c][c]3)[c][c][c][c]4,3,2
1518,2920,c12c3[c]c4c(c1[c]c1c(c2[c][c][c]3)[c]c2c3c1[c][c][c]c3[c]c1c2[c][c][c][c]1)[c][c][c][c]4,3,2
1519,2921,c12c3[c]c4c(c1[c]c1c(=[C]c5c6[C@@H]1[C@@H]1c6c6c([c]5)[c][c][c]c6[C]=[C]1)c2[c][c][c]3)[c][c][c][c]4,3,2
1520,2919,c12c3[c]c4c(c1c1c5c(c2[c][c][c]3)[c]c2c3c5c1[c][c]c3c1c([c]2)[c][c][c][c]1)[c][c][c][c]4,3,2
1521,2912,c12c3[c]c4c5c1c(c1c(c2[c][c][c]3)[c][c][c][c]1)c5c1c2[C@H]4[C@H]3c2c2c([c]1)[c][c][c]c2[C]=[C]3,3,2
1522,2911,c12c3c4c5c6c1c(c1c(c2[C][C][C]3)[c][c][c][c]1)c6c1c2c5c4c3c(c2[C][C][C]1)[c][c][c][c]3,3,2
1523,2899,c12c3[c]c4c(c1[c]c1c5c2c2c([c]3)[c][c][c]c2c5c2c3c1[c][c][c]c3[c][c][c]2)[c][c][c][c]4,3,2
1524,2888,c12c3c4c5c6c1c(c1c7c2c([c][c]3)c2c7c([c][c]1)c1c([c]2)[c][c][c][c]1)c6[c][c]c5[c][c][c]4,3,2
1525,2884,c12c3c4c5c6c1[C@@H]1c7c(c2[c][c]c3c2c4c([c]c5[C]=[C][C@H]61)c1c([c]2)[c][c][c][c]1)[c][c][c][c]7,3,2
1526,2883,c12c3c4c5c6c1[C@@H]1c7c(c2[c][c]c3c2c4c([c]c5[C]=[C][C@H]61)[c]c1c2[c][c][c][c]1)[c][c][c][c]7,3,2
1527,2882,c12c3c4c5c6c1[C@H]1c7c(c2[c][c]c3c2c4c([c]c5[C]=[C][C@@H]61)[c][c][c]2)[c][c]c1c7[c][c][c][c]1,3,2
1528,2879,c12c3c4c5c6c1c(c1c(c2[c][c][c]3)[c][c][c][c]1)c1c6c([c]c5[c][c][c]4)c2c([c]1)[c][c][c][c]2,3,2
1529,2874,c12c3c4c5c6c1[C@H]1c7c(c2[c]c2c3c(c4[c][c]c5[C]=[C][C@@H]61)c1c([c]2)[c][c][c][c]1)[c][c][c][c]7,3,2
1530,2873,c12c3c4c5c6c1[C@H]1c7c(c2[c]c2c3c(c4[c][c]c5[C]=[C][C@@H]61)[c]c1c2[c][c][c][c]1)[c][c][c][c]7,3,2
1531,2843,c12c3[c][c]c4c1c([c]c1c2c2c([c]3)c3c(c5c2c1[c][c][c]5)[c][c][c][c]3)[c]c1c4[c][c][c][c]1,3,2
1532,2841,c12c3[c][c]c4c1c([c][c]c2c1c([c]3)c2c([c][c]1)c1c([c][c]2)[c][c][c][c]1)c1c([c]4)[c][c][c][c]1,3,2
1533,2838,c12c3[c][c]c4c1c([c]c1c2c2c([c]3)[c][c]c3c2c1c1c([c]3)[c][c][c][c]1)c1c([c]4)[c][c][c][c]1,3,2
1534,2820,c12c3c4c5c6c1c([c][c]c2[c]c1c3[c][c][c][c]1)[c][c]c6c1c5c([c][c]4)c2c([c]1)[c][c][c][c]2,3,2
1535,2812,c12c3c4c(c5c1c([c]c1c2c2c([c]3)[c][c]c3c2c1c1c([c]3)[c][c][c][c]1)[c][c][c]5)[c][c][c][c]4,3,2
1536,2810,c12c3c4c5c6c1c([c][c]c2c1c([c]3)[c][c][c][c]1)[c][c]c6c1c5c([c][c]4)c2c([c]1)[c][c][c][c]2,3,2
1537,2804,c12c3c4c5c6c1c([c][c]c2c1c([c]3)[c][c][c][c]1)[c]c1c6c(c5[c][c][c]4)[c]c2c1[c][c][c][c]2,3,2
1538,2802,c12c3c4c5c6c1c([c][c]c2c1c(c3c2c4c([c][c]5)[c][c][c]2)[c][c][c][c]1)[c]c1c6[c][c][c][c]1,3,2
1539,2801,c12c3c4c(c5c1c([c][c]c2c1c([c]3)c2c([c][c]1)[c][c][c][c]2)c1c([c]5)[c][c][c][c]1)[c][c][c][c]4,3,2
1540,2800,c12c3c4c5c6c1c([c][c]c2c1c(c3c2c4c([c][c]5)[c][c][c]2)[c][c][c][c]1)c1c([c]6)[c][c][c][c]1,3,2
1541,2799,c12c3c4c(c5c1c(c1c(c2[c][c][c]3)[c][c][c][c]1)[c][c][c]5)[c]c1c([c]4)c2c([c][c]1)[c][c][c][c]2,3,2
1542,2798,c12c3c4c5c6c1c(c1c(c2[c][c]c3c2c4c([c][c]5)c3c([c]2)[c][c][c][c]3)[c][c][c][c]1)[c][c][c]6,3,2
1543,2795,c12c3c4c5c6c1c1c7c(c2[c][c]c3c2c4c3c4c5c(c6[c][c]1)[C]=[C][C@H]4[C@H]3[C]=[C]2)[c][c][c][c]7,3,2
1544,2794,c12c3c4c(c5c1c(c1c6c2c2c([c]3)c3c([c]c2c6[c][c][c]1)[c][c][c][c]3)[c][c][c]5)[c][c][c][c]4,3,2
1545,2793,c12c3c4c(c5c1c(c1c6c2c2c([c]3)[c]c3c(c2c6[c][c][c]1)[c][c][c][c]3)[c][c][c]5)[c][c][c][c]4,3,2
1546,2780,c12c3c4c5c6c1c([c][c]c2[c][c][c]3)c1c6c2c3c5c4c4c5c3c(c2[c][c]1)[c][c]c5[c][c][c]4,3,2
1547,2775,[C@H]12C3=[C]C4=C5[C@@H]([C]=[C]C4=C2[C]=[C][C]=C1[C@H]1[C@H]2[C@@H]3[C@@H]3[C@H]2[C@@H]2C(=[C]1)[C][C][C][C@@H]2[C]=[C]3)[C]=[C][C]=[C]5,3,2
1548,591,c12c3c4c5c1c1cc6c5c5c7c8c4c(cc3ccc2cc1)ccc8ccc7ccc5cc6,2,0
1549,4,c12c3c4c5cc6c3c3c7c2c(cc2c1c1c4c(cc5)ccc1cc2)ccc7ccc3cc6,2,0
1550,1768,[C@H]12C3=Cc4c(C1=CC1=C(C2=CC=C3)C2=Cc3c5c([C@H]2C=C1)cccc5ccc3)cccc4,2,0
1551,1767,c12c3cc4c(c1cc1c(c2ccc3)ccc2c1cc1c3c2cccc3ccc1)cccc4,2,0
1552,1766,[C@@H]12C3=Cc4c(C1=CC1=C(C2=CC=C3)C=CC2=Cc3c5c([C@@H]12)cccc5ccc3)cccc4,2,0
1553,1765,c12c3cc4c(c1c1c(cc2ccc3)c2c(cc1)cccc2)cc1c2c4cccc2ccc1,2,0
1554,1764,c12c3cc4c(c1c1c(cc2ccc3)cc2c(c1)cccc2)cc1c2c4cccc2ccc1,2,0
1555,1763,c12c3cc4c(c1c1c(cc2ccc3)cccc1)cc1c2c4cccc2c2c(c1)cccc2,2,0
1556,1761,c12c3C=C4[C@H](c1c1c(cc2ccc3)cccc1)C=C1C(=C4)Cc2c3c1cccc3ccc2,2,0
1557,1760,c12c3cc4c(c1c1c(cc2ccc3)cccc1)cc1c(c4)c2c3c(c1)cccc3ccc2,2,0
1558,1759,c12c3C=C4[C@H](c1c1c(cc2ccc3)cccc1)C=CC1=Cc2c3c([C@H]41)cccc3ccc2,2,0
1559,1758,c12c3cc4c(c1c1c(cc2ccc3)cccc1)ccc1c4cc2c3c1cccc3ccc2,2,0
1560,1757,c12c3C=C4[C@H](c1cccc2c1c(c3)ccc2c1cccc2)c1c2c(C4)cccc2ccc1,2,0
1561,1756,c12c3C=C4[C@H](c1cccc2c1c(c3)cc2c(c1)cccc2)c1c2c(C4)cccc2ccc1,2,0
1562,1755,c12c3C=C4[C@H](c1cccc2c1c(c3)c2c(cc1)cccc2)c1c2c(C4)cccc2ccc1,2,0
1563,1754,c12c3C=C4[C@H](c1cccc2c1c(c3)cccc1)c1c2c(C4)cc3c(c2ccc1)cccc3,2,0
1564,1753,c12c3cc4c(c1cccc2c1c(c3)c2c3c(c1)cccc3ccc2)c1c(cc4)cccc1,2,0
1565,1752,c12c3C=C4[C@H](c1cccc2c1c(c3)cccc1)C1=Cc2c3c([C@@H]1C=C4)cccc3ccc2,2,0
1566,1751,c12c3cc4c(c1cccc2c1c(c3)cc2c(c1)cccc2)cc1c2c4cccc2ccc1,2,0
1567,1750,c12c3cc4c(c1cccc2c1c(c3)c2c(cc1)cccc2)cc1c2c4cccc2ccc1,2,0
1568,1749,c12c3cc4c(c1cccc2c1c(c3)cccc1)cc1c2c4cccc2c2c(c1)cccc2,2,0
1569,1748,c12c3Cc4c(c1cccc2c1c(c3)cccc1)cc1c(c4)Cc2c3c1cccc3ccc2,2,0
1570,1747,c12c3cc4c(c1cccc2c1c(c3)cccc1)cc1c(c4)c2c3c(c1)cccc3ccc2,2,0
1571,1746,c12c3C=C4[C@H](c1cccc2c1c(c3)cccc1)C=CC1=Cc2c3c([C@H]41)cccc3ccc2,2,0
1572,1745,c12c3cc4c(c1cccc2c1c(c3)cccc1)ccc1c4cc2c3c1cccc3ccc2,2,0
1573,1744,c12c3C=C4[C@H](c1cccc2ccc3)C1=Cc2c3c([C@@H]1c1c4cccc1)cccc3ccc2,2,0
1574,1743,c12c3cc4c(c1cccc2ccc3)c1c(c2c4cc3c4c2cccc4ccc3)cccc1,2,0
1575,1742,c12c3cc4c(c1cccc2ccc3)c1c(cc4)cc2c(c1)c1c3c(c2)cccc3ccc1,2,0
1576,1741,c12c3C=C4[C@H](c1cccc2ccc3)C1=Cc2c(=C[C@@H]1C=C4)c1c3c(c2)cccc3ccc1,2,0
1577,1740,c12c3C=C4[C@@H](c1cccc2ccc3)C1=C(C=C4)C2=Cc3c4c([C@@H]2C=C1)cccc4ccc3,2,0
1578,1739,c12c3cc4c(c1cccc2ccc3)c1c(cc4)c2c(cc1)cc1c3c2cccc3ccc1,2,0
1579,1738,c12c3cc4c(=C[C@@H]5C(=C4)C=C[C@@H]4C5=Cc5c6c4cccc6ccc5)c1cccc2ccc3,2,0
1580,1737,c12c3Cc4c(c1cccc2ccc3)cc1c(c4)cc2c(c1)c1c3c(C2)cccc3ccc1,2,0
1581,1736,c12c3cc4c(c1cccc2ccc3)cc1c(c4)cc2c(c1)cc1c3c2cccc3ccc1,2,0
1582,1735,c12c3cc4c(c1cccc2ccc3)cc1c(c4)c2c(cc1)c1c3c(c2)cccc3ccc1,2,0
1583,1734,c12c3C=C4[C@H](c1cccc2ccc3)C=CC1=C4C2=Cc3c4c([C@@H]2C=C1)cccc4ccc3,2,0
1584,1733,c12c3cc4c(c1cccc2ccc3)ccc1c4ccc2c1cc1c3c2cccc3ccc1,2,0
1585,1732,c12c3c4c(c5c1c(c1c(c2c2c(c3)cccc2)cccc1)c1c(c5)cccc1)cccc4,2,0
1586,1731,c12c3c4c(c5c1c(c1c(c2c2c(c3)cccc2)cccc1)cc1c5cccc1)cccc4,2,0
1587,1730,c12c3c4c(c5c1c(c1c(c2c2c(c3)cccc2)cccc1)ccc5)ccc1c4cccc1,2,0
1588,1729,c12c3c4c(c5c1c(c1c(c2c2c(c3)cccc2)cccc1)ccc5)c1c(cc4)cccc1,2,0
1589,1728,c12c3c4c(c5c1c(c1c(c2c2c(c3)cccc2)cccc1)ccc5)cc1c(c4)cccc1,2,0
1590,1727,c12c3c4c(c5c1c(c1c(c2c2c(c3)cccc2)cc2c(c1)cccc2)ccc5)cccc4,2,0
1591,1726,c12c3c4c(c5c1c(c1c(c2c2c(c3)cccc2)ccc2c1cccc2)ccc5)cccc4,2,0
1592,1725,c12c3c4c(c5c1c(c1c(c2c2c(c3)cc3c(c2)cccc3)cccc1)ccc5)cccc4,2,0
1593,1724,c12c3c4c(c5c1c(c1c(c2c2c(c3)c3c(cc2)cccc3)cccc1)ccc5)cccc4,2,0
1594,1723,c12c3c4c(c5c1c(c1c(c2ccc3)cccc1)ccc5)c1c(c2c4cccc2)cccc1,2,0
1595,1722,c12c3c4c(c5c1c(c1c(c2ccc3)cc2c(c1)cccc2)ccc5)ccc1c4cccc1,2,0
1596,1721,c12c3c4c(c5c1c(c1c(c2ccc3)c2c(cc1)cccc2)ccc5)ccc1c4cccc1,2,0
1597,1720,c12c3c4c(c5c1c(c1c(c2ccc3)ccc2c1cccc2)ccc5)ccc1c4cccc1,2,0
1598,1719,c12c3c4c(c5c1c(c1c(c2ccc3)cccc1)ccc5)ccc1c4cc2c(c1)cccc2,2,0
1599,1718,c12c3c4c(c5c1c(c1c(c2ccc3)cccc1)ccc5)ccc1c4ccc2c1cccc2,2,0
1600,1717,c12c3c4c(c5c1c(c1c(c2ccc3)cccc1)ccc5)cc1c(c4)c2c(cc1)cccc2,2,0
1601,1716,c12c3c4c(c5c1c(ccc2c1c(c3)cccc1)c1c(c5)cccc1)ccc1c4cccc1,2,0
1602,1715,c12c3c4c(c5c1c(ccc2c1c(c3)cccc1)c1c(c5)cccc1)cc1c(c4)cccc1,2,0
1603,1714,c12c3c4c(c5c1c(ccc2c1c(c3)ccc2c1cccc2)c1c(c5)cccc1)cccc4,2,0
1604,1713,c12c3c4c(c5c1c(ccc2c1c(c3)cc2c(c1)cccc2)c1c(c5)cccc1)cccc4,2,0
1605,1712,c12c3c4c(c5c1c(ccc2c1c(c3)c2c(cc1)cccc2)c1c(c5)cccc1)cccc4,2,0
1606,1711,c12c3c4c(c5c1c(ccc2c1c(c3)cccc1)cc1c5cccc1)ccc1c4cccc1,2,0
1607,1710,c12c3c4c(c5c1c(ccc2c1c(c3)cccc1)cc1c5cccc1)cc1c(c4)cccc1,2,0
1608,1709,c12c3c4c(c5c1c(ccc2c1c(c3)ccc2c1cccc2)cc1c5cccc1)cccc4,2,0
1609,1708,c12c3c4c(c5c1c(ccc2c1c(c3)cc2c(c1)cccc2)cc1c5cccc1)cccc4,2,0
1610,1707,c12c3c4c(c5c1c(ccc2c1c(c3)c2c(cc1)cccc2)cc1c5cccc1)cccc4,2,0
1611,1706,c12c3c4c(c5c1c(ccc2c1c(c3)cccc1)cc1c5ccc2c1cccc2)cccc4,2,0
1612,1705,c12c3c4c(c5c1c(ccc2c1c(c3)cccc1)cc1c5cc2c(c1)cccc2)cccc4,2,0
1613,1704,c12c3c4c(c5c1c(ccc2c1c(c3)cccc1)ccc5)c1c(c2c4cccc2)cccc1,2,0
1614,1703,c12c3c4c(c5c1c(ccc2c1c(c3)ccc2c1cccc2)ccc5)ccc1c4cccc1,2,0
1615,1702,c12c3c4c(c5c1c(ccc2c1c(c3)cc2c(c1)cccc2)ccc5)ccc1c4cccc1,2,0
1616,1701,c12c3c4c(c5c1c(ccc2c1c(c3)c2c(cc1)cccc2)ccc5)ccc1c4cccc1,2,0
1617,1700,c12c3c4c(c5c1c(ccc2c1c(c3)cccc1)ccc5)ccc1c4cc2c(c1)cccc2,2,0
1618,1699,c12c3c4c(c5c1c(ccc2c1c(c3)cccc1)ccc5)ccc1c4ccc2c1cccc2,2,0
1619,1698,c12c3c4c(c5c1c(ccc2c1c(c3)ccc2c1cccc2)ccc5)c1c(cc4)cccc1,2,0
1620,1697,c12c3c4c(c5c1c(ccc2c1c(c3)cc2c(c1)cccc2)ccc5)c1c(cc4)cccc1,2,0
1621,1696,c12c3c4c(c5c1c(ccc2c1c(c3)c2c(cc1)cccc2)ccc5)c1c(cc4)cccc1,2,0
1622,1695,c12c3c4c(c5c1c(ccc2c1c(c3)cccc1)ccc5)c1c(cc4)cc2c(c1)cccc2,2,0
1623,1694,c12c3c4c(c5c1c(ccc2c1c(c3)cccc1)ccc5)c1c(cc4)c2c(cc1)cccc2,2,0
1624,1693,c12c3c4c(c5c1c(ccc2c1c(c3)ccc2c1cccc2)ccc5)cc1c(c4)cccc1,2,0
1625,1692,c12c3c4c(c5c1c(ccc2c1c(c3)cc2c(c1)cccc2)ccc5)cc1c(c4)cccc1,2,0
1626,1691,c12c3c4c(c5c1c(ccc2c1c(c3)c2c(cc1)cccc2)ccc5)cc1c(c4)cccc1,2,0
1627,1690,c12c3c4c(c5c1c(ccc2c1c(c3)cccc1)ccc5)cc1c(c4)c2c(cc1)cccc2,2,0
1628,1689,c12c3c4c(c5c1c(ccc2c1c(c3)cccc1)ccc5)cc1c(c4)ccc2c1cccc2,2,0
1629,1688,c12c3c4c(c5c1c(ccc2c1c(c3)cccc1)ccc5)cc1c(c4)cc2c(c1)cccc2,2,0
1630,1687,c12c3c4c(c5c1c(ccc2c1c(c3)c2c(c3c1cccc3)cccc2)ccc5)cccc4,2,0
1631,1686,c12c3c4c(c5c1c(ccc2c1c(c3)ccc2c1cc1c(c2)cccc1)ccc5)cccc4,2,0
1632,1685,c12c3c4c(c5c1c(ccc2c1c(c3)ccc2c1ccc1c2cccc1)ccc5)cccc4,2,0
1633,1684,c12c3c4c(c5c1c(ccc2c1c(c3)cc2c(c1)c1c(cc2)cccc1)ccc5)cccc4,2,0
1634,1683,c12c3c4c(c5c1c(ccc2c1c(c3)cc2c(c1)cc1c(c2)cccc1)ccc5)cccc4,2,0
1635,1682,c12c3c4c(c5c1c(ccc2c1c(c3)cc2c(c1)ccc1c2cccc1)ccc5)cccc4,2,0
1636,1681,c12c3c4c(c5c1c(ccc2c1c(c3)c2c(cc1)c1c(cc2)cccc1)ccc5)cccc4,2,0
1637,1680,c12c3c4c(c5c1c(ccc2c1c(c3)c2c(cc1)cc1c(c2)cccc1)ccc5)cccc4,2,0
1638,1679,c12c3c4c(c5c1c(ccc2c1c(c3)c2c(cc1)ccc1c2cccc1)ccc5)cccc4,2,0
1639,1678,c12c3c4c(c5c1c(ccc2cc1c3cccc1)cc1c5cccc1)cc1c(c4)cccc1,2,0
1640,1677,c12c3c4c(c5c1c(ccc2cc1c3ccc2c1cccc2)cc1c5cccc1)cccc4,2,0
1641,1676,c12c3c4c(c5c1c(ccc2cc1c3cc2c(c1)cccc2)cc1c5cccc1)cccc4,2,0
1642,1675,c12c3c4c(c5c1c(ccc2cc1c3ccc2c1cccc2)ccc5)c1c(cc4)cccc1,2,0
